"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP332","Ports and traffic","not specified","MMAC","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP333","Ports and traffic","not specified","MMAC","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP334","Ports and traffic","not specified","MMAC","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE07","Other measures related to transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP335","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP336","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP337","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP338","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP339","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP340","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP341","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP342","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP343","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE07","Other measures related to transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP344","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP345","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP346","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE07","Other measures related to transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP347","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP348","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP349","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP350","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX01","Support conservation measures in another EU Member State",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP351","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP352","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP353","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX01","Support conservation measures in another EU Member State",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP354","Ports and traffic","not specified","MMAC","ES","Spain","Species","2033","Steno bredanensis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP355","Ports and traffic","not specified","MMAC","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP356","Ports and traffic","not specified","MMAC","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP357","Ports and traffic","not specified","MMAC","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE07","Other measures related to transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP358","Ports and traffic","not specified","MMAC","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
