"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature Name","Water body category","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","Measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDH308","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1130","Estuaries","Transitional","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Although successful measures have been taken to reduce the effect of eutrophication on marine environment, additional measures are needed to reduce the effects of eutrophication on coastal habitats. Further, measures to mitigate the effects of coastal construction activities and small-scale dredging and dumping of material should be developed to reduce the loss of structure and function of the habitat.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH309","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1130","Estuaries","Transitional","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Although successful measures have been taken to reduce the effect of eutrophication on marine environment, additional measures are needed to reduce the effects of eutrophication on coastal habitats. Further, measures to mitigate the effects of coastal construction activities and small-scale dredging and dumping of material should be developed to reduce the loss of structure and function of the habitat.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH310","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH311","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH312","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH313","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH314","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CI03","Management, control or eradication of other invasive alien species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,1,0,0,0,1,0,0,0,0,0,3
"HDH315","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH316","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,0,0,0,0,2
"HDH317","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,1,1,0,0,4
"HDH318","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI03","Management, control or eradication of other invasive alien species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,1,0,0,0,1,0,0,0,0,0,3
"HDH319","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CI03","Management, control or eradication of other invasive alien species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,1,0,0,0,1,0,0,0,0,0,3
"HDH320","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CI03","Management, control or eradication of other invasive alien species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,1,0,0,0,1,0,0,0,0,0,3
"HDH321","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,0,0,0,0,2
"HDH322","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CI05","Management of problematic native species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,0,0,0,0,2
"HDH323","Ports and traffic","not specified","MBAL","FI","Finland","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI05","Management of problematic native species",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","Eutrophication is the most serious threat for this habitat type. Measures to reduce its effects have been taken during the last decades and especially during the last few years to reduce nutrient loads from the watershed area. The reduced amount of nutrients in seawater results in the restoration of structural and functional features of this ",1,0,0,0,0,1,0,0,0,0,0,2
